Date,Open,High,Low,Close,Adj Close,Volume
2000-03-23,97.578102,97.937500,97.343803,97.359398,97.359398,130777
2000-03-24,97.156197,97.250000,96.687500,96.703102,96.703102,203548
2000-03-26,null,null,null,null,null,null
2000-03-27,96.484398,96.812500,96.328102,96.796898,96.796898,116681
2000-03-28,96.703102,97.109398,96.671898,96.906197,96.906197,78557
2000-03-29,97.093803,97.125000,96.796898,97.078102,97.078102,96584
2000-03-30,97.531197,97.906197,97.234398,97.812500,97.812500,138367
2000-03-31,97.687500,98.218803,97.593803,98.078102,98.078102,153250
2000-04-02,null,null,null,null,null,null
2000-04-03,98.062500,98.281197,97.906197,98.265602,98.265602,147168
2000-04-04,98.156197,99.937500,98.140602,99.015602,99.015602,105007
2000-04-05,98.937500,99.656197,98.578102,98.765602,98.765602,254361
2000-04-06,98.546898,98.625000,98.218803,98.546898,98.546898,212699
2000-04-07,98.312500,98.906197,98.171898,98.875000,98.875000,142068
2000-04-09,null,null,null,null,null,null
2000-04-10,98.875000,99.234398,98.812500,99.218803,99.218803,150519
2000-04-11,99.359398,99.703102,98.359398,98.546898,98.546898,146959
2000-04-12,98.312500,98.515602,97.656197,97.890602,97.890602,277622
2000-04-13,97.796898,98.343803,97.531197,98.281197,98.281197,253100
2000-04-14,98.203102,98.812500,97.656197,98.531197,98.531197,213682
2000-04-16,null,null,null,null,null,null
2000-04-17,98.390602,98.687500,97.812500,97.828102,97.828102,208207
2000-04-18,97.859398,97.937500,97.484398,97.765602,97.765602,133127
2000-04-19,97.671898,98.328102,97.625000,98.296898,98.296898,157218
2000-04-20,98.171898,98.437500,98.031197,98.234398,98.234398,126019
2000-04-21,null,null,null,null,null,null
2000-04-23,null,null,null,null,null,null
2000-04-24,98.375000,98.625000,98.218803,98.234398,98.234398,66974
2000-04-25,97.968803,98.000000,97.484398,97.531197,97.531197,62327
2000-04-26,97.546898,97.828102,97.468803,97.546898,97.546898,106146
2000-04-27,97.625000,97.703102,96.718803,96.828102,96.828102,145435
2000-04-28,96.656197,97.187500,96.468803,96.953102,96.953102,234187
2000-04-30,null,null,null,null,null,null
2000-05-01,96.859398,97.015602,96.671898,96.718803,96.718803,160085
2000-05-02,96.625000,96.859398,96.406197,96.437500,96.437500,70754
2000-05-03,96.406197,96.562500,95.906197,95.968803,95.968803,144552
2000-05-04,95.859398,96.125000,95.500000,95.562500,95.562500,161656
2000-05-05,95.859398,95.968803,95.187500,95.265602,95.265602,187600
2000-05-07,null,null,null,null,null,null
2000-05-08,95.453102,95.515602,94.937500,94.984398,94.984398,196824
2000-05-09,95.125000,95.312500,94.875000,95.234398,95.234398,90440
2000-05-10,95.343803,95.937500,95.312500,95.734398,95.734398,154409
2000-05-11,95.890602,96.187500,95.531197,95.890602,95.890602,195652
2000-05-12,95.906197,96.109398,95.156197,95.265602,95.265602,173356
2000-05-14,null,null,null,null,null,null
2000-05-15,95.296898,95.625000,95.296898,95.546898,95.546898,156646
2000-05-16,95.687500,96.062500,95.500000,95.812500,95.812500,88686
2000-05-17,95.500000,95.640602,95.296898,95.437500,95.437500,155978
2000-05-18,95.406197,95.437500,94.828102,94.921898,94.921898,165256
2000-05-19,94.953102,95.359398,94.953102,95.296898,95.296898,165256
2000-05-21,null,null,null,null,null,null
2000-05-22,95.359398,96.062500,95.328102,95.890602,95.890602,178235
2000-05-23,95.718803,95.796898,95.484398,95.781197,95.781197,169936
2000-05-24,95.750000,95.937500,95.609398,95.671898,95.671898,140561
2000-05-25,95.531197,96.375000,95.437500,96.281197,96.281197,156644
2000-05-26,96.140602,96.796898,96.109398,96.734398,96.734398,237870
2000-05-28,null,null,null,null,null,null
2000-05-29,null,null,null,null,null,null
2000-05-30,96.546898,96.703102,96.296898,96.406197,96.406197,229046
2000-05-31,96.531197,97.046898,96.484398,96.953102,96.953102,106102
2000-06-01,97.000000,97.781197,97.000000,97.500000,97.500000,59336
2000-06-02,97.562500,98.968803,97.562500,97.796898,97.796898,51692
2000-06-04,null,null,null,null,null,null
2000-06-05,97.968803,98.109398,97.671898,98.046898,98.046898,55922
2000-06-06,97.843803,97.968803,97.500000,97.937500,97.937500,32539
2000-06-07,97.843803,98.140602,97.656197,98.000000,98.000000,29262
2000-06-08,97.796898,98.156197,97.578102,98.078102,98.078102,38783
2000-06-09,98.031197,98.984398,97.859398,98.000000,98.000000,24369
2000-06-11,null,null,null,null,null,null
2000-06-12,98.031197,98.265602,97.968803,98.250000,98.250000,25057
2000-06-13,98.218803,98.515602,97.968803,98.062500,98.062500,15708
2000-06-14,98.078102,98.593803,97.968803,98.546898,98.546898,10695
2000-06-15,98.500000,98.593803,98.234398,98.515602,98.515602,18361
2000-06-16,98.546898,98.984398,98.546898,98.906197,98.906197,13202
2000-06-18,null,null,null,null,null,null
2000-06-19,98.812500,98.843803,98.687500,98.734398,98.734398,11995
2000-06-20,98.593803,98.890602,98.531197,98.609398,98.609398,5202
2000-06-21,98.437500,98.500000,98.156197,98.265602,98.265602,11867
2000-06-22,97.812500,98.000000,97.625000,97.750000,97.750000,137975
2000-06-23,97.796898,97.812500,97.250000,97.390602,97.390602,106537
2000-06-25,null,null,null,null,null,null
2000-06-26,97.390602,98.000000,97.359398,97.937500,97.937500,117946
2000-06-27,97.921898,98.046898,97.718803,97.984398,97.984398,77285
2000-06-28,98.000000,98.093803,97.656197,97.875000,97.875000,81353
2000-06-29,98.109398,98.578102,98.000000,98.375000,98.375000,135421
2000-06-30,98.500000,98.625000,98.343803,98.484398,98.484398,124745
2000-07-02,null,null,null,null,null,null
2000-07-03,98.359398,98.937500,98.234398,98.843803,98.843803,101037
2000-07-04,null,null,null,null,null,null
2000-07-05,99.015602,99.265602,98.921898,98.937500,98.937500,58959
2000-07-06,98.781197,98.828102,98.531197,98.546898,98.546898,125759
2000-07-07,98.625000,99.250000,98.625000,98.859398,98.859398,93252
2000-07-09,null,null,null,null,null,null
2000-07-10,98.734398,98.750000,98.546898,98.703102,98.703102,160590
2000-07-11,98.609398,98.828102,98.546898,98.578102,98.578102,55794
2000-07-12,98.437500,98.578102,98.328102,98.375000,98.375000,87065
2000-07-13,98.468803,98.906197,98.468803,98.890602,98.890602,105127
2000-07-14,98.875000,99.312500,98.156197,98.171898,98.171898,121491
2000-07-16,null,null,null,null,null,null
2000-07-17,98.250000,98.281197,97.718803,97.812500,97.812500,197082
2000-07-18,97.859398,98.093803,97.718803,97.859398,97.859398,116017
2000-07-19,97.750000,97.968803,97.625000,97.859398,97.859398,129391
2000-07-20,97.812500,98.921898,97.796898,98.859398,98.859398,77742
2000-07-21,98.875000,99.187500,98.703102,98.953102,98.953102,212853
2000-07-23,null,null,null,null,null,null
2000-07-24,98.890602,98.937500,98.640602,98.671898,98.671898,141788
2000-07-25,98.843803,98.968803,98.718803,98.750000,98.750000,57496
2000-07-26,98.765602,99.000000,98.750000,98.781197,98.781197,69541
2000-07-27,98.859398,99.218803,98.562500,99.015602,99.015602,77569
2000-07-28,98.937500,99.062500,98.531197,98.859398,98.859398,162226
2000-07-30,null,null,null,null,null,null
2000-07-31,98.734398,98.937500,98.656197,98.890602,98.890602,169452
2000-08-01,98.921898,99.250000,98.921898,99.187500,99.187500,61913
2000-08-02,99.171898,99.406197,99.109398,99.359398,99.359398,112499
2000-08-03,99.484398,99.656197,99.375000,99.500000,99.500000,156282
2000-08-04,99.515602,99.937500,99.453102,99.812500,99.812500,145505
2000-08-06,null,null,null,null,null,null
2000-08-07,99.781197,99.843803,99.468803,99.484398,99.484398,183094
2000-08-08,99.484398,99.796898,99.468803,99.765602,99.765602,89366
2000-08-09,99.656197,99.875000,99.484398,99.828102,99.828102,114979
2000-08-10,99.828102,100.109001,99.781197,100.000000,100.000000,166470
2000-08-11,100.046997,100.219002,99.515602,99.593803,99.593803,146194
2000-08-13,null,null,null,null,null,null
2000-08-14,99.515602,99.750000,99.359398,99.734398,99.734398,199508
2000-08-15,99.578102,99.625000,99.406197,99.562500,99.562500,92917
2000-08-16,99.500000,99.625000,99.281197,99.437500,99.437500,86337
2000-08-17,99.406197,99.546898,99.343803,99.500000,99.500000,122500
2000-08-18,99.500000,99.843803,99.468803,99.734398,99.734398,87095
2000-08-20,null,null,null,null,null,null
2000-08-21,99.671898,99.703102,99.531197,99.656197,99.656197,127979
2000-08-22,99.656197,99.796898,99.609398,99.718803,99.718803,98315
2000-08-23,99.890602,100.155998,99.859398,100.125000,100.125000,66694
2000-08-24,100.219002,100.405998,100.046997,100.125000,100.125000,208530
2000-08-25,100.094002,100.344002,100.015999,100.125000,100.125000,148055
2000-08-27,null,null,null,null,null,null
2000-08-28,100.125000,100.188004,99.718803,99.796898,99.796898,158808
2000-08-29,99.796898,99.828102,99.531197,99.562500,99.562500,139611
2000-08-30,99.437500,99.625000,99.359398,99.593803,99.593803,214510
2000-08-31,99.656197,100.188004,99.609398,100.155998,100.155998,145173
